nation,date,Region,Total Population,GDP/Person (PPP$),Life Expectancy (y),Log(Total Population),Log(GDP/Person [PPP$])
Bangladesh,1970,South Asia,"66,881,158",785.1407936,47.58,7.825303784,2.894947543
Bangladesh,1980,South Asia,"80,624,423",683.5393888,54.872,7.90646662,2.834763546
Bangladesh,1990,South Asia,"105,256,026",798.5847008,60.014,8.022246969,2.902320986
Bangladesh,2000,South Asia,"129,592,275",1075.434583,65.309,8.112579114,3.031583998
Bangladesh,2010,South Asia,"148,692,131",1621.048571,69.449,8.172287986,3.209796028
Belarus,1800,Europe & Central Asia,"2,355,081",510.549704,36.2,6.372005849,2.708038029
Belarus,1810,Europe & Central Asia,,,,,
Belarus,1820,Europe & Central Asia,"2,355,081",514.5506493,,6.372005849,2.711428131
Belarus,1830,Europe & Central Asia,,,,,
Belarus,1840,Europe & Central Asia,,,,,
Belarus,1850,Europe & Central Asia,,,,,
Belarus,1860,Europe & Central Asia,,,,,
Belarus,1870,Europe & Central Asia,,,,,
Belarus,1880,Europe & Central Asia,,,,,
Belarus,1890,Europe & Central Asia,,742.0116189,,,2.870410706
Belarus,1900,Europe & Central Asia,,1017.44631,36.2,,3.007511501
Belarus,1910,Europe & Central Asia,,1139.966049,,,3.056891917
Belarus,1920,Europe & Central Asia,,482.8623729,,,2.683823364
Belarus,1930,Europe & Central Asia,,1208.725662,,,3.082327743
Belarus,1940,Europe & Central Asia,,1777.277476,,,3.249755237
Belarus,1950,Europe & Central Asia,"7,745,003",2340.520208,65.022,6.88902159,3.369312395
Belarus,1960,Europe & Central Asia,"8,190,006",3228.679992,71.85,6.91328422,3.509025002
Belarus,1970,Europe & Central Asia,"9,039,503",4562.328184,72.32,6.956144553,3.659186522
Belarus,1980,Europe & Central Asia,"9,658,500",5682.770542,71.08,6.984909684,3.754560121
Belarus,1990,Europe & Central Asia,"10,259,700",6807.781057,71.14,7.011134662,3.83300558
Belarus,2000,Europe & Central Asia,"10,057,810",5936.237819,68.99,7.002503427,3.773511291
Belarus,2010,Europe & Central Asia,"9,595,421",12490.18818,69.613,6.982064034,4.096568982
Iran,1800,Middle East & North Africa,"6,269,721",750,25.6,6.797248215,2.875061263
Iran,1810,Middle East & North Africa,,750,,,2.875061263
Iran,1820,Middle East & North Africa,"6,560,000",750,,6.816903839,2.875061263
Iran,1830,Middle East & North Africa,,796.9566779,,,2.901434714
Iran,1840,Middle East & North Africa,,846.853262,,,2.927808165
Iran,1850,Middle East & North Africa,,899.8738165,,,2.954181615
Iran,1860,Middle East & North Africa,,956.2139298,,,2.980555066
Iran,1870,Middle East & North Africa,"8,415,000",1016.081436,,6.92505412,3.006928517
Iran,1880,Middle East & North Africa,,1119.84049,,,3.049156166
Iran,1890,Middle East & North Africa,,1234.195093,,,3.091383815
Iran,1900,Middle East & North Africa,,1360.227231,,,3.133611465
Iran,1910,Middle East & North Africa,,1499.129375,,,3.175839114
Iran,1920,Middle East & North Africa,,1734.921749,,,3.239279891
Iran,1930,Middle East & North Africa,,2050.274494,,,3.311812009
Iran,1940,Middle East & North Africa,,2422.948185,25.6,,3.384344127
Iran,1950,Middle East & North Africa,"17,414,215",2863.361916,39.418,7.240903902,3.456876244
Iran,1960,Middle East & North Africa,"21,999,103",3660.176873,44.947,7.342404973,3.563502073
Iran,1970,Middle East & North Africa,"28,662,011",7246.994783,50.856,7.457306658,3.860157949
Iran,1980,Middle East & North Africa,"38,576,541",7007.307065,54.139,7.586323284,3.845551149
Iran,1990,Middle East & North Africa,"54,870,583",6332.066313,63.379,7.739339575,3.801545454
Iran,2000,Middle East & North Africa,"65,342,319",8600.733745,69.611,7.815194544,3.934535503
Iran,2010,Middle East & North Africa,"73,973,630",12483.19957,73.094,7.869076931,4.096325914
Algeria,1800,Middle East & North Africa,"2,503,218",766.2536644,28.8,6.398498673,2.884372564
Algeria,1810,Middle East & North Africa,,,,,
Algeria,1820,Middle East & North Africa,"2,689,000",765.8760544,,6.429590802,2.884158491
Algeria,1830,Middle East & North Africa,,,,,
Algeria,1840,Middle East & North Africa,,,,,
Algeria,1850,Middle East & North Africa,,,,,
Algeria,1860,Middle East & North Africa,,,,,
Algeria,1870,Middle East & North Africa,"3,776,000",1272.763502,,6.577031986,3.104747713
Algeria,1880,Middle East & North Africa,,,,,
Algeria,1890,Middle East & North Africa,,,,,
Algeria,1900,Middle East & North Africa,,,,,
Algeria,1910,Middle East & North Africa,,,,,
Algeria,1920,Middle East & North Africa,,,,,
Algeria,1930,Middle East & North Africa,,,,,
Algeria,1940,Middle East & North Africa,,,,,
Algeria,1950,Middle East & North Africa,"8,752,997",2429.213704,42.089,6.94215678,3.385465722
Algeria,1960,Middle East & North Africa,"10,799,997",3716.788679,46.136,7.033423635,3.57016787
Algeria,1970,Middle East & North Africa,"13,746,185",4003.57359,50.366,7.138182184,3.602447816
Algeria,1980,Middle East & North Africa,"18,811,199",5610.196305,58.198,7.274416478,3.748978058
Algeria,1990,Middle East & North Africa,"25,299,182",5244.509612,66.796,7.403106479,3.719704886
Algeria,2000,Middle East & North Africa,"30,533,827",5098.853564,68.963,7.484781241,3.707472539
Algeria,2010,Middle East & North Africa,"35,468,208",6300.648214,70.615,7.549839247,3.799385232
El Salvador,1800,America,"248,000",804.3069882,28.7,5.394451681,2.905421842
El Salvador,1810,America,,,,,
El Salvador,1820,America,"248,000",804.3069882,,5.394451681,2.905421842
El Salvador,1830,America,,,,,
El Salvador,1840,America,,,,,
El Salvador,1850,America,"366,000",,,5.563481085,
El Salvador,1860,America,,,,,
El Salvador,1870,America,"492,000",,,5.691965103,
El Salvador,1880,America,,,,,
El Salvador,1890,America,,,,,
El Salvador,1900,America,"766,000",,,5.88422877,
El Salvador,1910,America,"946,000",,,5.975891136,
El Salvador,1920,America,"1,170,000",1834.111633,,6.068185862,3.263425765
El Salvador,1930,America,,2055.705437,28.7,,3.312960885
El Salvador,1940,America,,2185.333496,,,3.339517723
El Salvador,1950,America,"2,199,897",2928.377832,43.261,6.342402347,3.466627111
El Salvador,1960,America,"2,773,095",3468.953149,51.297,6.442964748,3.540198434
El Salvador,1970,America,"3,736,311",4301.249437,56.498,6.572443019,3.633594629
El Salvador,1980,America,"4,656,263",4629.77302,56.525,6.668037503,3.6655597
El Salvador,1990,America,"5,332,842",4167.26722,65.908,6.726958717,3.61985135
El Salvador,2000,America,"5,940,305",5341.273234,69.715,6.773808744,3.727644795
El Salvador,2010,America,"6,192,993",5677.271041,71.88,6.791900589,3.754139629
Chile,1800,America,"771,447",702.100651,32,5.887306094,2.846399376
Chile,1810,America,,,,,
Chile,1820,America,"771,447",702.100651,,5.887306094,2.846399376
Chile,1830,America,"965,173",671.7400611,,5.984605164,2.827201249
Chile,1840,America,"1,180,761",759.8572253,,6.072162,2.880731997
Chile,1850,America,"1,409,885",942.8660399,,6.14918369,2.974449994
Chile,1860,America,"1,660,659",1106.689252,,6.220280464,3.044025692
Chile,1870,America,"1,944,569",1305.810643,,6.288823358,3.115880204
Chile,1880,America,"2,264,042",1761.149845,,6.354884479,3.245796309
Chile,1890,America,"2,607,769",1990.160897,,6.416269118,3.298888189
Chile,1900,America,"2,958,986",2220.491361,,6.47114291,3.346449088
Chile,1910,America,"3,317,166",3036.286576,,6.520767205,3.482342759
Chile,1920,America,"3,722,598",2801.566778,,6.57084614,3.447400979
Chile,1930,America,"4,265,756",2893.238388,,6.62999601,3.461384219
Chile,1940,America,"5,056,404",3275.24104,,6.703841766,3.515243267
Chile,1950,America,"6,081,931",3713.996032,54.336,6.784041489,3.569841435
Chile,1960,America,"7,651,579",4321.773456,57.031,6.883751067,3.635661998
Chile,1970,America,"9,577,572",5294.516362,62.024,6.981255426,3.723826295
Chile,1980,America,"11,178,817",5748.916253,69.07,7.048395847,3.759585982
Chile,1990,America,"13,187,821",6478.746651,73.56,7.120173044,3.811490997
Chile,2000,America,"15,419,820",10435.17429,77.01,7.188079304,4.018499707
Chile,2010,America,"17,113,688",14038.37229,79.168,7.23334361,4.147316755
Puerto Rico,1800,America,"155,000",775.1038049,30.43,5.190331698,2.889359869
Puerto Rico,1810,America,,,,,
Puerto Rico,1820,America,"248,000",775.1038049,,5.394451681,2.889359869
Puerto Rico,1830,America,,,,,
Puerto Rico,1840,America,,,,,
Puerto Rico,1850,America,"495,000",,,5.694605199,
Puerto Rico,1860,America,"583,000",,,5.765668555,
Puerto Rico,1870,America,"645,000",,,5.809559715,
Puerto Rico,1880,America,,,,,
Puerto Rico,1890,America,,,,,
Puerto Rico,1900,America,"959,000",,,5.981818607,
Puerto Rico,1910,America,"1,126,000",,38.17,6.051538391,
Puerto Rico,1920,America,"1,312,000",,38.46,6.117933835,
Puerto Rico,1930,America,"1,552,000",,40.65,6.190891717,
Puerto Rico,1940,America,"1,880,000",,46.01,6.274157849,
Puerto Rico,1950,America,"2,218,000",2822.052814,60.919,6.345961542,3.450565137
Puerto Rico,1960,America,"2,358,747",4502.882087,68.734,6.372681361,3.653490575
Puerto Rico,1970,America,"2,715,540",8357.396868,71.58,6.433856204,3.922071026
Puerto Rico,1980,America,"3,196,011",10771.17508,73.772,6.504608265,4.032263085
Puerto Rico,1990,America,"3,528,815",13873.72566,74.177,6.547628891,4.142193102
Puerto Rico,2000,America,"3,814,353",18568.21925,75.828,6.581420882,4.268770256
Puerto Rico,2010,America,"3,749,009",18517.9079,78.326,6.573916483,4.26759192
Belgium,1800,Europe & Central Asia,"3,138,137",1554.003533,40,6.496671899,3.191452002
Belgium,1810,Europe & Central Asia,,1560.098039,,,3.193151891
Belgium,1820,Europe & Central Asia,"3,434,000",1566.216446,,6.535800291,3.19485178
Belgium,1830,Europe & Central Asia,"3,750,000",1608.093064,,6.574031268,3.206311179
Belgium,1840,Europe & Central Asia,"4,080,000",1849.600141,,6.610660163,3.26707785
Belgium,1850,Europe & Central Asia,"4,449,000",2194.688203,42.28,6.648262406,3.341372829
Belgium,1860,Europe & Central Asia,"4,740,000",2728.300299,45.12,6.675778342,3.435892171
Belgium,1870,Europe & Central Asia,"5,096,000",3206.227119,40.92,6.707229419,3.505994283
Belgium,1880,Europe & Central Asia,"5,541,000",3654.844328,42.48,6.74358815,3.562868884
Belgium,1890,Europe & Central Asia,"6,096,000",4091.503818,44.14,6.785044958,3.611882961
Belgium,1900,Europe & Central Asia,"6,719,000",4456.853483,46.59,6.827304641,3.649028357
Belgium,1910,Europe & Central Asia,"7,498,000",4858.374053,51.37,6.874945436,3.686490949
Belgium,1920,Europe & Central Asia,"7,552,000",4906.662804,53.66,6.878061981,3.690786213
Belgium,1930,Europe & Central Asia,"8,076,000",6865.096247,57.17,6.90719631,3.83664663
Belgium,1940,Europe & Central Asia,"8,346,000",5272.799768,55.96,6.92147838,3.72204128
Belgium,1950,Europe & Central Asia,"8,628,489",7990.46584,66.35,6.93593475,3.902572099
Belgium,1960,Europe & Central Asia,"9,152,271",10076.60249,69.65,6.961528871,4.003314126
Belgium,1970,Europe & Central Asia,"9,624,908",15379.70523,70.97,6.983396587,4.186948012
Belgium,1980,Europe & Central Asia,"9,847,297",20969.62311,73.29,6.993317037,4.321590625
Belgium,1990,Europe & Central Asia,"9,949,019",24925.91,76.14,6.99778026,4.396651023
Belgium,2000,Europe & Central Asia,"10,175,684",29940.2047,77.91,7.007563612,4.476254765
Belgium,2010,Europe & Central Asia,"10,712,066",32832.33518,80.007,7.02987324,4.516301773
Thailand,1800,East Asia & Pacific,"4,665,000",496.9825317,30.4,6.668851648,2.696341124
Thailand,1810,East Asia & Pacific,,,,,
Thailand,1820,East Asia & Pacific,"4,665,000",496.9825317,,6.668851648,2.696341124
Thailand,1830,East Asia & Pacific,,,,,
Thailand,1840,East Asia & Pacific,,,,,
Thailand,1850,East Asia & Pacific,"5,230,000",,,6.718501689,
Thailand,1860,East Asia & Pacific,,,,,
Thailand,1870,East Asia & Pacific,"5,775,000",530.0944726,,6.761551989,2.724353276
Thailand,1880,East Asia & Pacific,,,,,
Thailand,1890,East Asia & Pacific,"6,670,000",683.5452076,,6.824125834,2.834767243
Thailand,1900,East Asia & Pacific,"7,320,000",,,6.864511081,
Thailand,1910,East Asia & Pacific,"8,305,000",,,6.919339637,
Thailand,1920,East Asia & Pacific,"9,802,000",,,6.991314698,
Thailand,1930,East Asia & Pacific,"12,392,000",,30.4,7.093141405,
Thailand,1940,East Asia & Pacific,"15,513,000",,,7.190695792,
Thailand,1950,East Asia & Pacific,"20,607,323",712.3980906,50.863,7.314021578,2.852722747
Thailand,1960,East Asia & Pacific,"27,312,399",940.1232335,55.244,7.436359848,2.973184786
Thailand,1970,East Asia & Pacific,"36,915,397",1477.261574,59.519,7.567207543,3.169457401
Thailand,1980,East Asia & Pacific,"47,482,643",2227.098555,64.169,7.676534885,3.347739436
Thailand,1990,East Asia & Pacific,"57,072,058",4039.673108,70.435,7.756423533,3.606346223
Thailand,2000,East Asia & Pacific,"63,155,029",5578.402898,70.921,7.800407939,3.746509878
Thailand,2010,East Asia & Pacific,"69,122,234",7996.075059,73.852,7.839617766,3.902876862
Haiti,1800,America,"723,000",503.8080444,29.1,5.859138297,2.702265098
Haiti,1810,America,,,,,
Haiti,1820,America,"723,000",503.8080444,,5.859138297,2.702265098
Haiti,1830,America,,,,,
Haiti,1840,America,,,,,
Haiti,1850,America,"938,000",,,5.972202838,
Haiti,1860,America,,,,,
Haiti,1870,America,"1,150,000",,,6.06069784,
Haiti,1880,America,,,,,
Haiti,1890,America,,,,,
Haiti,1900,America,"1,560,000",,30.5,6.193124598,
Haiti,1910,America,"1,809,000",,,6.257438567,
Haiti,1920,America,"2,124,000",,,6.327154512,
Haiti,1930,America,"2,422,000",,30.5,6.384174139,
Haiti,1940,America,"2,751,000",,,6.43949059,
Haiti,1950,America,"3,221,277",1774.192853,36.269,6.508028072,3.249000825
Haiti,1960,America,"3,867,502",1780.912456,42.17,6.587430547,3.250642571
Haiti,1970,America,"4,709,644",1530.68617,47.204,6.67298808,3.184886158
Haiti,1980,America,"5,687,812",2212.903129,50.756,6.754945233,3.344962403
Haiti,1990,America,"7,124,877",1742.987855,54.465,6.852777371,3.241294361
Haiti,2000,America,"8,645,371",1344.487523,57.46,6.936783635,3.128556776
Haiti,2010,America,"9,993,247",1148.748227,45,6.999706622,3.060224854
Iraq,1800,Middle East & North Africa,"1,076,920",700,31.2,6.032183443,2.84509804
Iraq,1810,Middle East & North Africa,,700,,,2.84509804
Iraq,1820,Middle East & North Africa,"1,093,000",700,,6.038620162,2.84509804
Iraq,1830,Middle East & North Africa,,770.3041724,,,2.88666225
Iraq,1840,Middle East & North Africa,,847.6693114,,,2.92822646
Iraq,1850,Middle East & North Africa,,932.8045819,,,2.969790671
Iraq,1860,Middle East & North Africa,,1026.490374,,,3.011354881
Iraq,1870,Middle East & North Africa,"1,580,000",1129.585454,,6.198657087,3.052919091
Iraq,1880,Middle East & North Africa,,1289.370874,,,3.110377856
Iraq,1890,Middle East & North Africa,,1471.758727,,,3.16783662
Iraq,1900,Middle East & North Africa,,1679.94624,,,3.225295384
Iraq,1910,Middle East & North Africa,,1917.582901,,,3.282754148
Iraq,1920,Middle East & North Africa,,2199.733993,,,3.342370166
Iraq,1930,Middle East & North Africa,,2528.778096,,,3.402910721
Iraq,1940,Middle East & North Africa,,2907.041795,31.2,,3.463451276
Iraq,1950,Middle East & North Africa,"5,719,192",3341.887535,34.865,6.757334677,3.52399183
Iraq,1960,Middle East & North Africa,"7,379,922",7086.007215,48.022,6.868051772,3.85040159
Iraq,1970,Middle East & North Africa,"10,021,785",9511.458829,58.199,7.000945081,3.978247132
Iraq,1980,Middle East & North Africa,"13,743,534",18465.74496,60.03,7.138098421,4.266366833
Iraq,1990,Middle East & North Africa,"17,373,767",7525.13325,68.348,7.239893993,3.876514195
Iraq,2000,Middle East & North Africa,"23,857,458",3951.742726,70.845,7.377624168,3.596788663
Iraq,2010,Middle East & North Africa,"31,671,591",3760.811656,68.753,7.50066988,3.575281584
Sierra Leone,1800,Sub-Saharan Africa,"794,264",508.3960133,25.1,5.899964879,2.706202136
Sierra Leone,1810,Sub-Saharan Africa,,,,,
Sierra Leone,1820,Sub-Saharan Africa,"794,264",508.3960133,,5.899964879,2.706202136
Sierra Leone,1830,Sub-Saharan Africa,,,,,
Sierra Leone,1840,Sub-Saharan Africa,,,,,
Sierra Leone,1850,Sub-Saharan Africa,,,,,
Sierra Leone,1860,Sub-Saharan Africa,,,,,
Sierra Leone,1870,Sub-Saharan Africa,,,,,
Sierra Leone,1880,Sub-Saharan Africa,,,,,
Sierra Leone,1890,Sub-Saharan Africa,,,,,
Sierra Leone,1900,Sub-Saharan Africa,,,,,
Sierra Leone,1910,Sub-Saharan Africa,,,,,
Sierra Leone,1920,Sub-Saharan Africa,,,,,
Sierra Leone,1930,Sub-Saharan Africa,,,,,
Sierra Leone,1940,Sub-Saharan Africa,,,,,
Sierra Leone,1950,Sub-Saharan Africa,"1,895,409",828.8771002,28.42,6.277702938,2.918490141
Sierra Leone,1960,Sub-Saharan Africa,"2,187,240",1080.696943,30.371,6.33989644,3.033703923
Sierra Leone,1970,Sub-Saharan Africa,"2,593,123",1425.827037,34.601,6.413823117,3.154066846
Sierra Leone,1980,Sub-Saharan Africa,"3,161,751",1412.685443,40.641,6.499927665,3.15004547
Sierra Leone,1990,Sub-Saharan Africa,"3,981,567",1297.162652,37.352,6.600054028,3.112994436
Sierra Leone,2000,Sub-Saharan Africa,"4,143,115",517.6747972,38.123,6.617326988,2.714057022
Sierra Leone,2010,Sub-Saharan Africa,"5,867,536",889.5818389,44.846,6.768455763,2.949185908
Georgia,1800,Europe & Central Asia,"1,072,178",422.0337622,34.2,6.030266892,2.625347195
Georgia,1810,Europe & Central Asia,,,,,
Georgia,1820,Europe & Central Asia,"1,072,178",422.0337622,,6.030266892,2.625347195
Georgia,1830,Europe & Central Asia,,,,,
Georgia,1840,Europe & Central Asia,,,,,
Georgia,1850,Europe & Central Asia,,,,,
Georgia,1860,Europe & Central Asia,,,,,
Georgia,1870,Europe & Central Asia,,,,,
Georgia,1880,Europe & Central Asia,,,,,
Georgia,1890,Europe & Central Asia,,565.3180607,,,2.75229286
Georgia,1900,Europe & Central Asia,,768.1699623,37.1,,2.885457321
Georgia,1910,Europe & Central Asia,,852.9064575,,,2.930901403
Georgia,1920,Europe & Central Asia,,397.114593,,,2.598915847
Georgia,1930,Europe & Central Asia,,888.1054976,46,,2.948464558
Georgia,1940,Europe & Central Asia,,1294.063889,,,3.111955718
Georgia,1950,Europe & Central Asia,"3,527,004",1688.793473,59.841,6.547405952,3.227576542
Georgia,1960,Europe & Central Asia,"4,159,500",2308.621917,63.651,6.619041129,3.363352814
Georgia,1970,Europe & Central Asia,"4,707,491",3613.630466,67.456,6.672789498,3.557943739
Georgia,1980,Europe & Central Asia,"5,073,000",6014.446523,69.698,6.705264862,3.779195668
Georgia,1990,Europe & Central Asia,"5,459,999",5375.310102,70.265,6.737192563,3.730403524
Georgia,2000,Europe & Central Asia,"4,745,765",2332.222954,71.839,6.676306229,3.367770065
Georgia,2010,Europe & Central Asia,"4,352,244",4388.666828,73.883,6.638713235,3.642332612
Denmark,1800,Europe & Central Asia,"1,062,514",1342.840228,35,6.026334661,3.128024343
Denmark,1810,Europe & Central Asia,,1365.863196,,,3.135407203
Denmark,1820,Europe & Central Asia,"1,155,000",1389.280892,,6.062581984,3.142790063
Denmark,1830,Europe & Central Asia,"1,273,000",1470.066839,,6.104828404,3.167337081
Denmark,1840,Europe & Central Asia,"1,357,000",1599.674434,41.06,6.132579848,3.204031604
Denmark,1850,Europe & Central Asia,"1,499,000",2005.797828,43.5,6.175801633,3.302287157
Denmark,1860,Europe & Central Asia,"1,696,000",2002.597099,45.11,6.229425848,3.301593583
Denmark,1870,Europe & Central Asia,"1,888,000",2334.665527,46.06,6.27600199,3.368224671
Denmark,1880,Europe & Central Asia,"2,081,000",2576.336971,44.86,6.31827208,3.411002666
Denmark,1890,Europe & Central Asia,"2,294,000",3019.691385,47.3,6.360593414,3.47996256
Denmark,1900,Europe & Central Asia,"2,561,000",3658.237189,51.95,6.408409578,3.56327186
Denmark,1910,Europe & Central Asia,"2,882,000",4553.021692,58.09,6.459693976,3.658299719
Denmark,1920,Europe & Central Asia,"3,242,000",4970.960245,57.55,6.510813011,3.69644029
Denmark,1930,Europe & Central Asia,"3,542,000",6739.153749,62.31,6.549248557,3.828605365
Denmark,1940,Europe & Central Asia,"3,832,000",6541.899084,66.27,6.5834255,3.81570384
Denmark,1950,Europe & Central Asia,"4,268,270",8996.05428,70.33,6.630251884,3.954052067
Denmark,1960,Europe & Central Asia,"4,579,770",11569.47603,72.21,6.660843668,4.063313691
Denmark,1970,Europe & Central Asia,"4,928,704",16877.41804,73.38,6.692732737,4.227306008
